Plate_ID,Fun_ID,cont_ID,PH_ID,Plug_ID,opp_ID,r,K,01,02,03,04,05,06,07,08,09,10,mean_r,mean_K
CA701,C,0,7,cCA701,A,0.21309351152980333,4.4,NA,-0.24116205681688796,-0.2231435513142097,-0.24116205681688796,-0.2588616339162889,-0.3266842302550499,-0.2231435513142097,-0.1670540846631662,-0.31015492830383945,-0.2231435513142097,-0.3266842302550499,-0.25411938749697993
CA701,A,0,7,aCA701,C,0.18600963192872916,13,NA,0.7404000654104909,0.8070914399091632,1.4335472459704361,0.9162907318741551,0.9963334395476915,1.5716975844512533,0.9357088177312568,0.878550403891308,0.6628418310646164,0.878550403891308,0.9821011963741679
CA702,C,0,7,cCA702,A,0.24323876863191418,4.3,NA,-0.26415157504158676,-0.2461330695389086,-0.26415157504158676,-0.2818511521409879,-0.3496737484797488,-0.2461330695389086,-0.19004360288786498,-0.33314444652853825,-0.2461330695389086,-0.3496737484797488,-0.2771089057216788
CA702,A,0,7,aCA702,C,0.21787116313232793,16.1,NA,0.9542699799393716,1.0209613544380438,1.6474171604993169,1.1301606464030356,1.2102033540765722,1.785567498980134,1.1495787322601374,1.0924203184201886,0.876711745593497,1.0924203184201886,1.1959711109030486
CA703,C,0,7,cCA703,A,0.18329213359917843,5,NA,-0.11332868530700312,-0.0953101798043249,-0.11332868530700312,-0.13102826240640414,-0.19885085874516517,-0.0953101798043249,-0.039220713153281385,-0.1823215567939546,-0.0953101798043249,-0.19885085874516517,-0.12628601598709513
CA703,A,0,7,aCA703,C,0.17938556566116537,11.1,NA,0.5823958162672426,0.6490871907659148,1.2755429968271879,0.7582864827309068,0.8383291904044432,1.413693335308005,0.7777045685880085,0.7205461547480596,0.504837581921368,0.7205461547480596,0.8240969472309196
CA704,C,0,7,cCA704,A,0.18329213359917848,3.9,NA,-0.3617900446055027,-0.3437715391028245,-0.3617900446055027,-0.3794896217049037,-0.4473122180436648,-0.3437715391028245,-0.2876820724517809,-0.4307829160924542,-0.3437715391028245,-0.4473122180436648,-0.3747473752855947
CA704,A,0,7,aCA704,C,0.1960769897392307,11.3,NA,0.6002534336672491,0.6669448081659214,1.2934006142271943,0.7761441001309134,0.8561868078044498,1.4315509527080115,0.7955621859880149,0.7384037721480662,0.5226951993213745,0.7384037721480662,0.8419545646309261
CA705,C,0,7,cCA705,A,0.2239699336535069,3.6,NA,-0.4418327522790392,-0.4238142467763609,-0.4418327522790392,-0.4595323293784402,-0.5273549257172011,-0.4238142467763609,-0.3677247801253174,-0.5108256237659907,-0.4238142467763609,-0.5273549257172011,-0.45479008295913115
CA705,A,0,7,aCA705,C,0.16687513334154255,5.5,NA,-0.11980119981262065,-0.05310982531394841,0.5733459807473247,0.05608946665104358,0.1361321743245801,0.7114963192281417,0.0755075525081453,0.0183491386681964,-0.19735943415849522,0.0183491386681964,0.12189993115105639
CA706,C,0,7,cCA706,A,0.1732867951399864,3.8,NA,-0.38776553100876343,-0.3697470255060851,-0.38776553100876343,-0.40546510810816444,-0.4732877044469254,-0.3697470255060851,-0.31365755885504165,-0.456758402495715,-0.3697470255060851,-0.4732877044469254,-0.4007228616888554
CA706,A,0,7,aCA706,C,0.19075703793688117,6.4,NA,0.03174869831458027,0.09844007281325251,0.7248958788745256,0.20763936477824455,0.287682072451781,0.8630462173553427,0.22705745063534624,0.16989903679539742,-0.04580953603129422,0.16989903679539742,0.27344982927825734
CA707,C,0,7,cCA707,A,0.1504966005407421,2.9,NA,-0.6580558607486751,-0.640037355245997,-0.6580558607486751,-0.6757554378480762,-0.7435780341868372,-0.640037355245997,-0.5839478885949533,-0.7270487322356266,-0.640037355245997,-0.7435780341868372,-0.6710131914287671
CA707,A,0,7,aCA707,C,0.19255563011839363,11.6,NA,0.626455806061273,0.6931471805599453,1.3196029866212184,0.8023464725249373,0.8823891801984737,1.4577533251020354,0.8217645583820389,0.7646061445420902,0.5488975717153985,0.7646061445420902,0.8681569370249501
CA708,C,0,7,cCA708,A,0.1925556301183937,3.5,NA,-0.4700036292457356,-0.45198512374305727,-0.4700036292457356,-0.4877032063451364,-0.5555258026838974,-0.45198512374305727,-0.39589565709201374,-0.5389965007326869,-0.45198512374305727,-0.5555258026838974,-0.4829609599258275
CA708,A,0,7,aCA708,C,0.2239699336535069,10.1,NA,0.48798613179616784,0.5546775062948401,1.1811333123561132,0.6638767982598319,0.7439195059333684,1.3192836508369303,0.6832948841169337,0.626136470276985,0.41042789745029334,0.626136470276985,0.7296872627598449
CA709,C,0,7,cCA709,A,0.1732867951399864,4,NA,-0.3364722366212129,-0.3184537311185346,-0.3364722366212129,-0.3541718137206139,-0.4219944100593748,-0.3184537311185346,-0.2623642644674911,-0.40546510810816444,-0.3184537311185346,-0.4219944100593748,-0.34942956730130487
CA709,A,0,7,aCA709,C,0.20608232819842276,11.7,NA,0.6350395497526645,0.7017309242513368,1.3281867303126098,0.8109302162163288,0.8909729238898652,1.466337068793427,0.8303483020734302,0.7731898882334817,0.55748131540679,0.7731898882334817,0.8767406807163416
CA710,C,0,7,cCA710,A,0.16241037301628267,2.3,NA,-0.8898574748059995,-0.8718389693033213,-0.8898574748059995,-0.9075570519054005,-0.9753796482441617,-0.8718389693033213,-0.8157495026522779,-0.9588503462929511,-0.8718389693033213,-0.9753796482441617,-0.9028148054860916
CA710,A,0,7,aCA710,C,0.21079986919627863,4.3,NA,-0.36593426935152923,-0.2992428948528569,0.3272129112084161,-0.19004360288786498,-0.11000089521432846,0.4653632496892332,-0.17062551703076334,-0.2277839308707121,-0.4434925036974037,-0.2277839308707121,-0.12423313838785215
CH501,C,0,5,cCH501,H,0.12645011395981,6.1,NA,0.39730179746900346,0.4219944100593749,0.3042113744029914,0.34967374847974886,0.3732042458899429,0.34967374847974886,0.39730179746900346,0.3732042458899429,0.32668423025505,0.4732877044469254,0.3766537302841732
CH501,H,0,5,hCH501,C,0.07433838846833657,5.3,NA,0.14165051706302684,0.2814124594381855,0.03846628082779614,0.5363047090669755,0.2090917978585594,0.3867729750960118,0.12014431184206321,NaN,0.058268908123975824,-0.05505977718302731,0.19078357579261854
CH502,C,0,5,cCH502,H,0.12645011395981,5.8,NA,0.34687094384211165,0.371563556432483,0.25378052077609947,0.2992428948528569,0.322773392263051,0.2992428948528569,0.34687094384211165,0.322773392263051,0.27625337662815813,0.4228568508200336,0.32622287665728134
CH502,H,0,5,hCH502,C,0.09219986789134739,4.5,NA,-0.021978906718775115,0.11778303565638346,-0.1251631429540059,0.3726752852851735,0.04546237407675741,0.22314355131420976,-0.04348511193973889,NaN,-0.10536051565782628,-0.21868920096482944,0.0271541520108165
CH503,C,0,5,cCH503,H,0.13732653608351375,6.6,NA,0.4760826753221178,0.5007752879124892,0.3829922522561057,0.4284546263328632,0.4519851237430571,0.4284546263328632,0.4760826753221178,0.4519851237430571,0.4054651081081642,0.5520685823000399,0.45543460813728753
CH503,H,0,5,hCH503,C,0.09102981254640191,4.7,NA,0.021506205220963682,0.16126814759612232,-0.08167803101426713,0.4161603972249123,0.08894748601649631,0.26662866325394863,0,NaN,-0.06187540371808741,-0.1752040890250905,0.07063926395055536
CH504,C,0,5,cCH504,H,0.1504966005407421,5.7,NA,0.3294792011302424,0.3541718137206139,0.23638877806423034,0.2818511521409878,0.3053816495511819,0.2818511521409878,0.3294792011302424,0.3053816495511819,0.25886163391628897,0.40546510810816455,0.30883113394541223
CH504,H,0,5,hCH504,C,0.09136093856784906,5.1,NA,0.1031842362352308,0.2429461786103894,0,0.49783842823917945,0.17062551703076326,0.34830669426821564,0.0816780310142671,NaN,0.01980262729617973,-0.09352605801082348,0.15231729496482244
CH505,C,0,5,cCH505,H,0.1504966005407421,5.7,NA,0.3294792011302424,0.3541718137206139,0.23638877806423034,0.2818511521409878,0.3053816495511819,0.2818511521409878,0.3294792011302424,0.3053816495511819,0.25886163391628897,0.40546510810816455,0.30883113394541223
CH505,H,0,5,hCH505,C,0.11453634148426942,4.1,NA,-0.11506932978478723,0.024692612590371414,-0.21825356602001794,0.2795848622191615,-0.047628048989254705,0.13005312824819776,-0.13657553500575087,NaN,-0.19845093872383832,-0.3117796240308415,-0.06593627105519553
CH506,C,0,5,cCH506,H,0.1504966005407421,5.6,NA,0.31177962403084153,0.3364722366212129,0.2186892009648295,0.2641515750415867,0.28768207245178085,0.2641515750415867,0.31177962403084153,0.28768207245178085,0.24116205681688788,0.38776553100876343,0.29113155684601116
CH506,H,0,5,hCH506,C,0.08023173577154935,4.1,NA,-0.11506932978478723,0.024692612590371414,-0.21825356602001794,0.2795848622191615,-0.047628048989254705,0.13005312824819776,-0.13657553500575087,NaN,-0.19845093872383832,-0.3117796240308415,-0.06593627105519553
CH507,C,0,5,cCH507,H,0.1624103730162827,5.6,NA,0.31177962403084153,0.3364722366212129,0.2186892009648295,0.2641515750415867,0.28768207245178085,0.2641515750415867,0.31177962403084153,0.28768207245178085,0.24116205681688788,0.38776553100876343,0.29113155684601116
CH507,H,0,5,hCH507,C,0.1102986475248092,5.9,NA,0.24889604741662455,0.38865798979178323,0.14571181118139379,0.6435502394205732,0.3163373282121572,0.4940185054496094,0.2273898421956608,NaN,0.16551443847757352,0.05218575317057025,0.2980291061462162
CH508,C,0,5,cCH508,H,0.1732867951399864,4.1,NA,0,0.024692612590371414,-0.09309042306601209,-0.047628048989254705,-0.02409755157906064,-0.047628048989254705,0,-0.02409755157906064,-0.07061756721395353,0.07598590697792205,-0.020648067184830286
CH508,H,0,5,hCH508,C,0.06831796329600871,2.5,NA,-0.6097655716208941,-0.4700036292457356,-0.7129498078561249,-0.21511137961694557,-0.5423242908253616,-0.3646431135879093,-0.6312717768418579,NaN,-0.6931471805599453,-0.8064758658669484,-0.5606325128913026
CH509,C,0,5,cCH509,H,0.12645011395981004,5.3,NA,0.25671984684781407,0.2814124594381855,0.16362942378180212,0.2090917978585594,0.2326222952687535,0.2090917978585594,0.25671984684781407,0.2326222952687535,0.18610227963386053,0.33270575382573614,0.23607177966298382
CH509,H,0,5,hCH509,C,0.1033348216480585,5.2,NA,0.12260232209233247,0.26236426446749106,0.01941808585710173,0.5172565140962812,0.19004360288786507,0.36772478012531734,0.10109611687136881,NaN,0.03922071315328133,-0.07410797215372172,0.17173538082192413
CH510,C,0,5,cCH510,H,0.13732653608351375,7.4,NA,0.5904930264998621,0.6151856390902335,0.49740260343385007,0.5428649775106075,0.5663954749208014,0.5428649775106075,0.5904930264998621,0.5663954749208014,0.5198754592859085,0.6664789334777841,0.5698449593150319
CH510,H,0,5,hCH510,C,0.08664339756999317,5.5,NA,0.1786917887433761,0.3184537311185346,0.0755075525081453,0.5733459807473247,0.24613306953890854,0.42381424677636087,0.15718558352241235,NaN,0.09531017980432493,-0.01801850550267825,0.2278248474729677
CH701,C,0,7,cCH701,H,0.14539385122571014,3,NA,-0.6241543090729939,-0.6061358035703156,-0.6241543090729939,-0.6418538861723948,-0.7096764825111558,-0.6061358035703156,-0.5500463369192721,-0.6931471805599453,-0.6061358035703156,-0.7096764825111558,-0.6371116397530858
CH701,H,0,7,hCH701,C,0.1668751333415425,19.9,NA,0.639344474566969,0.6204759902625863,0.6881346387364009,0.6881346387364009,0.5748059534293978,0.6111735976002726,0.6111735976002726,0.6204759902625863,0.5837746234121582,0.6683320114402213,0.6305825516047265
CH702,C,0,7,cCH702,H,0.14733187454270583,2.8,NA,-0.6931471805599453,-0.6751286750572671,-0.6931471805599453,-0.7108467576593462,-0.7786693539981073,-0.6751286750572671,-0.6190392084062235,-0.7621400520468968,-0.6751286750572671,-0.7786693539981073,-0.7061045112400374
CH702,H,0,7,hCH702,C,0.14887320109989047,19.9,NA,0.639344474566969,0.6204759902625863,0.6881346387364009,0.6881346387364009,0.5748059534293978,0.6111735976002726,0.6111735976002726,0.6204759902625863,0.5837746234121582,0.6683320114402213,0.6305825516047265
CH703,C,0,7,cCH703,H,0.12260365662646587,1.4,NA,-1.3862943611198906,-1.3682758556172123,-1.3862943611198906,-1.4039939382192916,-1.4718165345580525,-1.3682758556172123,-1.3121863889661687,-1.4552872326068422,-1.3682758556172123,-1.4718165345580525,-1.3992516917999827
CH703,H,0,7,hCH703,C,0.15831164516340865,17.9,NA,0.5334254556832316,0.5145569713788488,0.5822156198526636,0.5822156198526636,0.4688869345456604,0.5052545787165352,0.5052545787165352,0.5145569713788488,0.47785560452842085,0.5624129925564839,0.5246635327209892
CH704,C,0,7,cCH704,H,0.14733187454270583,2.6,NA,-0.7672551527136671,-0.7492366472109889,-0.7672551527136671,-0.7849547298130681,-0.8527773261518291,-0.7492366472109889,-0.6931471805599453,-0.8362480242006186,-0.7492366472109889,-0.8527773261518291,-0.7802124833937591
CH704,H,0,7,hCH704,C,0.16664806697574278,20,NA,0.6443570163905132,0.6254885320861306,0.6931471805599453,0.6931471805599453,0.5798184952529422,0.6161861394238168,0.6161861394238168,0.6254885320861306,0.5887871652357025,0.6733445532637656,0.6355950934282709
CH705,C,0,7,cCH705,H,0.16241037301628267,2,NA,-1.0296194171811581,-1.0116009116784799,-1.0296194171811581,-1.0473189942805592,-1.11514159061932,-1.0116009116784799,-0.9555114450274365,-1.0986122886681098,-1.0116009116784799,-1.11514159061932,-1.0425767478612502
CH705,H,0,7,hCH705,C,0.17328679513998627,20.2,NA,0.6543073472436813,0.6354388629392986,0.7030975114131134,0.7030975114131134,0.5897688261061103,0.626136470276985,0.626136470276985,0.6354388629392986,0.5987374960888706,0.6832948841169337,0.645545424281439
CH706,C,0,7,cCH706,H,0.10943359216923751,3,NA,-0.6241543090729939,-0.6061358035703156,-0.6241543090729939,-0.6418538861723948,-0.7096764825111558,-0.6061358035703156,-0.5500463369192721,-0.6931471805599453,-0.6061358035703156,-0.7096764825111558,-0.6371116397530858
CH706,H,0,7,hCH706,C,0.1697654355191492,19.1,NA,0.5983130778891066,0.5794445935847239,0.6471032420585385,0.6471032420585385,0.5337745567515354,0.5701422009224102,0.5701422009224102,0.5794445935847239,0.5427432267342959,0.6273006147623589,0.5895511549268642
CH707,C,0,7,cCH707,H,0.10136627702704114,2.2,NA,-0.9343092373768332,-0.916290731874155,-0.9343092373768332,-0.9520088144762342,-1.0198314108149953,-0.916290731874155,-0.8602012652231115,-1.0033021088637848,-0.916290731874155,-1.0198314108149953,-0.9472665680569252
CH707,H,0,7,hCH707,C,0.17448297651700506,19,NA,0.5930637220029628,0.57419523769858,0.6418538861723947,0.6418538861723947,0.5285252008653917,0.5648928450362664,0.5648928450362664,0.57419523769858,0.537493870848152,0.622051258876215,0.5843017990407203
CH708,C,0,7,cCH708,H,0.12260365662646587,1.7,NA,-1.192138346678933,-1.1741198411762548,-1.192138346678933,-1.209837923778334,-1.277660520117095,-1.1741198411762548,-1.1180303745252114,-1.2611312181658847,-1.1741198411762548,-1.277660520117095,-1.2050956773590251
CH708,H,0,7,hCH708,C,0.1643544246422182,20.5,NA,0.6690496289808848,0.650181144676502,0.7178397931503168,0.7178397931503168,0.6045111078433137,0.6408787520141883,0.6408787520141883,0.650181144676502,0.6134797778260741,0.6980371658541371,0.6602877060186424
CH709,C,0,7,cCH709,H,0.18329213359917843,2.8,NA,-0.6931471805599453,-0.6751286750572671,-0.6931471805599453,-0.7108467576593462,-0.7786693539981073,-0.6751286750572671,-0.6190392084062235,-0.7621400520468968,-0.6751286750572671,-0.7786693539981073,-0.7061045112400374
CH709,H,0,7,hCH709,C,0.16281555975680398,19.5,NA,0.6190392084062235,0.6001707241018407,0.6678293725756554,0.6678293725756554,0.5545006872686523,0.590868331439527,0.590868331439527,0.6001707241018407,0.5634693572514127,0.6480267452794758,0.6102772854439811
CH710,C,0,7,cCH710,H,0.13732653608351378,3.2,NA,-0.5596157879354225,-0.5415972824327442,-0.5596157879354225,-0.5773153650348236,-0.6451379613735847,-0.5415972824327442,-0.48550781578170077,-0.6286086594223742,-0.5415972824327442,-0.6451379613735847,-0.5725731186155145
CH710,H,0,7,hCH710,C,0.1697654355191492,19.1,NA,0.5983130778891066,0.5794445935847239,0.6471032420585385,0.6471032420585385,0.5337745567515354,0.5701422009224102,0.5701422009224102,0.5794445935847239,0.5427432267342959,0.6273006147623589,0.5895511549268642
CL501,C,0,5,cCL501,L,NaN,NaN,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CL501,L,0,5,lCL501,C,NaN,NaN,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CL502,C,0,5,cCL502,L,NaN,NaN,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CL502,L,0,5,lCL502,C,NaN,NaN,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
CL503,C,0,5,cCL503,L,0.1732867951399864,8.8,NA,0.7637647477738989,0.7884573603642703,0.6706743247078868,0.7161366987846441,0.7396671961948382,0.7161366987846441,0.7637647477738989,0.7396671961948382,0.6931471805599453,0.8397506547518208,0.7431166805890685
CL503,L,0,5,lCL503,C,0.13200658428116424,5,NA,-0.019802627296179643,0.1278333715098848,0,0.08338160893905121,-0.07696104113612844,0.19845093872383843,0.10536051565782635,0.10536051565782635,0,-0.0953101798043249,0.042831310225179414
CL504,C,0,5,cCL504,L,0.1624103730162827,8.8,NA,0.7637647477738989,0.7884573603642703,0.6706743247078868,0.7161366987846441,0.7396671961948382,0.7161366987846441,0.7637647477738989,0.7396671961948382,0.6931471805599453,0.8397506547518208,0.7431166805890685
CL504,L,0,5,lCL504,C,0.1473318745427058,5.8,NA,0.12861737782209354,0.27625337662815813,0.14842000511827322,0.23180161405732438,0.07145896398214485,0.34687094384211165,0.25378052077609947,0.25378052077609947,0.14842000511827322,0.05310982531394833,0.19125131534345263
CL505,C,0,5,cCL505,L,0.1624103730162827,1.7,NA,-0.8803587226480917,-0.8556661100577202,-0.9734491457141037,-0.9279867716373464,-0.9044562742271524,-0.9279867716373464,-0.8803587226480917,-0.9044562742271524,-0.9509762898620453,-0.8043728156701697,-0.9010067898329219
CL505,L,0,5,lCL505,C,0.13122776556233473,10.2,NA,0.6931471805599453,0.8407831793660098,0.712949807856125,0.7963314167951762,0.6359887667199966,0.9114007465799633,0.8183103235139513,0.8183103235139513,0.712949807856125,0.6176396280518002,0.7557811180813044
CL506,C,0,5,cCL506,L,0.1504966005407421,8.1,NA,0.680877087968131,0.7055697005585024,0.587786664902119,0.6332490389788763,0.6567795363890704,0.6332490389788763,0.680877087968131,0.6567795363890704,0.6102595207541774,0.7568629949460531,0.6602290207833007
CL506,L,0,5,lCL506,C,0.12645011395981,5.5,NA,0.0755075525081453,0.22314355131420976,0.09531017980432493,0.1786917887433761,0.0183491386681964,0.29376111852816317,0.20067069546215124,0.20067069546215124,0.09531017980432493,0,0.13814149002950432
CL507,C,0,5,cCL507,L,0.18329213359917843,7.2,NA,0.5630940523117476,0.5877866649021191,0.47000362924573563,0.5154660033224929,0.5389965007326869,0.5154660033224929,0.5630940523117476,0.5389965007326869,0.49247648509779407,0.6390799592896697,0.5424459851269173
CL507,L,0,5,lCL507,C,0.10411364036688801,4,NA,-0.24294617861038934,-0.0953101798043249,-0.2231435513142097,-0.1397619423751586,-0.30010459245033816,-0.02469261259037141,-0.11778303565638351,-0.11778303565638351,-0.2231435513142097,-0.3184537311185346,-0.18031224108903035
CL508,C,0,5,cCL508,L,0.1473318745427058,9.3,NA,0.8190274264489482,0.8437200390393197,0.7259370033829363,0.7713993774596937,0.7949298748698876,0.7713993774596937,0.8190274264489482,0.7949298748698876,0.7484098592349948,0.8950133334268703,0.798379359264118
CL508,L,0,5,lCL508,C,0.16796684333763684,5.4,NA,0.05715841383994883,0.20479441264601322,0.0769610411361284,0.16034265007517948,0,0.2754119798599668,0.1823215567939548,0.1823215567939548,0.0769610411361284,-0.01834913866819643,0.11979235136130782
CL509,C,0,5,cCL509,L,0.16241037301628267,5.8,NA,0.34687094384211165,0.371563556432483,0.25378052077609947,0.2992428948528569,0.322773392263051,0.2992428948528569,0.34687094384211165,0.322773392263051,0.27625337662815813,0.4228568508200336,0.32622287665728134
CL509,L,0,5,lCL509,C,0.1373265360835137,4.6,NA,-0.10318423623523075,0.04445176257083359,-0.08338160893905114,0,-0.1603426500751795,0.11506932978478729,0.021978906718775167,0.021978906718775167,-0.08338160893905114,-0.178691788743376,-0.04055029871387173
CL510,C,0,5,cCL510,L,0.1925556301183937,2.8,NA,-0.3813675565291038,-0.35667494393873245,-0.4744579795951158,-0.4289956055183586,-0.40546510810816444,-0.4289956055183586,-0.3813675565291038,-0.40546510810816444,-0.45198512374305744,-0.3053816495511819,-0.4020156237139341
CL510,L,0,5,lCL510,C,0.16931820785066384,7.3,NA,0.3586338084240654,0.5062698072301299,0.37843643572024505,0.4618180446592962,0.3014753945841166,0.5768873744440833,0.4837969513780714,0.4837969513780714,0.37843643572024505,0.2831262559159201,0.42126774594542443
CL701,C,0,7,cCL701,L,0.11453634148426944,5.9,NA,0.05218575317057025,0.07020425867324856,0.05218575317057025,0.034486176071169404,-0.03333642026759172,0.07020425867324856,0.12629372532429206,-0.016807118316381174,0.07020425867324856,-0.03333642026759172,0.0392284224904783
CL701,L,0,7,lCL701,C,0.14314153803787535,10.1,NA,0.25841169015166776,0.1264841471091195,0.25841169015166776,0.2843871765549284,0.36662527479190044,0.22067136216882066,0.10426101032440946,0.25841169015166776,0.2330938821673778,0.19627990904466136,0.23070378326162208
CL702,C,0,7,cCL702,L,0.1732867951399864,6.2,NA,0.10178269430994238,0.11980119981262058,0.10178269430994238,0.08408311721054144,0.016260520871780326,0.11980119981262058,0.1758906664636642,0.03278982282299097,0.11980119981262058,0.016260520871780326,0.08882536362985037
CL702,L,0,7,lCL702,C,0.12063511200544838,13.1,NA,0.5184884965115598,0.3865609534690116,0.5184884965115598,0.5444639829148206,0.6267020811517926,0.4807481685287128,0.3643378166843015,0.5184884965115598,0.4931706885272699,0.4563567154045535,0.4907805896215142
CL703,C,0,7,cCL703,L,0.15659537106192103,5.8,NA,0.03509131981127019,0.05310982531394833,0.03509131981127019,0.01739174271186902,-0.050430853626891856,0.05310982531394833,0.109199291964992,-0.03390155167568134,0.05310982531394833,-0.050430853626891856,0.022133989131178138
